Time,TotalUsage,SystemUsage,MemoryUsage
1745830929.6228042,35934000,19245260000000,1441792
1745830930.6234233,35934000,19245260000000,1441792
1745830931.6243856,35934000,19245260000000,1441792
1745830932.6253386,35934000,19245260000000,1441792
1745830933.6263795,35934000,19245260000000,1441792
1745830934.627462,35934000,19245260000000,1441792
1745830935.6283185,35934000,19245260000000,1441792
1745830936.629317,35934000,19245260000000,1441792
1745830937.6305218,35934000,19245260000000,1441792
1745830938.6313322,35934000,19245260000000,1441792
1745830939.632407,35934000,19245260000000,1441792
1745830940.6334865,35934000,19245260000000,1441792
1745830941.6344988,35934000,19245260000000,1441792
1745830942.635349,35934000,19245260000000,1441792
1745830943.636353,35934000,19245260000000,1441792
1745830944.637301,35934000,19245260000000,1441792
1745830945.6383822,35934000,19245260000000,1441792
1745830946.6393235,35934000,19245260000000,1441792
1745830947.6403105,35934000,19245260000000,1441792
1745830948.6413507,35934000,19245260000000,1441792
1745830949.6424105,35934000,19245260000000,1441792
1745830950.6433644,35934000,19245260000000,1441792
1745830951.6444418,35934000,19245260000000,1441792
1745830952.645627,35934000,19245260000000,1441792
1745830953.6473572,35934000,19245260000000,1441792
1745830954.6483538,35934000,19245260000000,1441792
1745830955.6493578,35934000,19245260000000,1441792
1745830956.6512864,35934000,19245260000000,1441792
1745830957.6523588,35934000,19245260000000,1441792
1745830958.6534426,35934000,19245260000000,1441792
1745830959.654377,35934000,19245260000000,1441792
1745830960.655354,35934000,19245260000000,1441792
1745830961.656357,35934000,19245260000000,1441792
1745830962.6574874,35934000,19245260000000,1441792
1745830963.6589882,35934000,19245260000000,1441792
1745830964.659867,35934000,19245260000000,1441792
1745830965.660623,35934000,19245260000000,1441792
1745830966.6613283,35934000,19245260000000,1441792
1745830967.6623523,35934000,19245260000000,1441792
1745830968.6636436,35934000,19245260000000,1441792
1745830969.6643572,35934000,19245260000000,1441792
1745830970.6659408,35934000,19245260000000,1441792
1745830971.666727,35934000,19245260000000,1441792
1745830972.6674938,35934000,19245260000000,1441792
1745830973.6686454,35934000,19245260000000,1441792
1745830974.6693556,35934000,19245260000000,1441792
1745830975.6715548,35934000,19245260000000,1441792
1745830976.6733,35934000,19245260000000,1441792
1745830977.6750183,35934000,19245260000000,1441792
1745830978.6754415,35934000,19245260000000,1441792
1745830979.676355,35934000,19245260000000,1441792
1745830980.6773698,35934000,19245260000000,1441792
1745830981.678508,35934000,19245260000000,1441792
1745830982.6793597,35934000,19245260000000,1441792
1745830983.68032,35934000,19245260000000,1441792
1745830984.681349,35934000,19245260000000,1441792
1745830985.6823788,35934000,19245260000000,1441792
1745830986.6833394,35934000,19245260000000,1441792
1745830987.684369,35934000,19245260000000,1441792
1745830988.6854818,35934000,19245260000000,1441792
1745830989.6865213,35934000,19245260000000,1441792
1745830990.6873746,35934000,19245260000000,1441792
1745830991.6884089,35934000,19245260000000,1441792
1745830992.6894321,35934000,19245260000000,1441792
1745830993.690355,35934000,19245260000000,1441792
1745830994.6914632,35934000,19245260000000,1441792
1745830995.692457,35934000,19245260000000,1441792
1745830996.69346,35934000,19245260000000,1441792
1745830997.6943393,35934000,19245260000000,1441792
1745830998.6960917,35934000,19245260000000,1441792
1745830999.6978343,35934000,19245260000000,1441792
1745831000.7013378,35934000,19245260000000,1441792
1745831001.7023268,35934000,19245260000000,1441792
1745831002.70332,35934000,19245260000000,1441792
1745831003.7045028,35934000,19245260000000,1441792
1745831004.7054403,35934000,19245260000000,1441792
1745831005.7063339,35934000,19245260000000,1441792
1745831006.7073588,35934000,19245260000000,1441792
1745831007.7085037,35934000,19245260000000,1441792
1745831008.7093487,35934000,19245260000000,1441792
1745831009.710509,35934000,19245260000000,1441792
1745831010.7113576,35934000,19245260000000,1441792
1745831011.712387,35934000,19245260000000,1441792
1745831012.7133806,35934000,19245260000000,1441792
1745831013.714893,35934000,19245260000000,1441792
1745831014.7153652,35934000,19245260000000,1441792
1745831015.7163649,35934000,19245260000000,1441792
1745831016.7173772,35934000,19245260000000,1441792
1745831017.7184396,35934000,19245260000000,1441792
1745831018.7194026,35934000,19245260000000,1441792
1745831019.7203512,35934000,19245260000000,1441792
1745831020.7214801,35934000,19245260000000,1441792
1745831021.7223744,35934000,19245260000000,1441792
1745831022.723343,35934000,19245260000000,1441792
1745831023.724331,35934000,19245260000000,1441792
1745831024.726367,35934000,19245260000000,1441792
1745831025.7273593,35934000,19245260000000,1441792
1745831026.7283807,35934000,19245260000000,1441792
1745831027.729394,35934000,19245260000000,1441792
1745831028.7306223,35934000,19245260000000,1441792
1745831029.731394,35934000,19245260000000,1441792
1745831030.7324965,35934000,19245260000000,1441792
1745831031.7343566,35934000,19245260000000,1441792
1745831032.7353647,35934000,19245260000000,1441792
1745831033.7363608,35934000,19245260000000,1441792
1745831034.7379088,35934000,19245260000000,1441792
1745831035.7384717,35934000,19245260000000,1441792
1745831036.7393425,35934000,19245260000000,1441792
1745831037.7406569,35934000,19245260000000,1441792
1745831038.7413657,35934000,19245260000000,1441792
1745831039.7423596,35934000,19245260000000,1441792
1745831040.7434475,35934000,19245260000000,1441792
1745831041.74492,35934000,19245260000000,1441792
1745831042.7466047,35934000,19245260000000,1441792
1745831043.7479827,35934000,19245260000000,1441792
