Time Elapsed,CPU%,Memory(KB),Memory(MB)
1.0059173107147217,15.0,128344,125
2.00750732421875,179.8,133080,129
3.0089828968048096,188.8,133080,129
4.009868144989014,189.9,133080,129
5.010879039764404,183.9,133080,129
6.011906385421753,186.9,133080,129
7.012876272201538,188.9,133336,130
8.013853311538696,190.9,133336,130
9.014984130859375,189.9,133336,130
10.015851974487305,188.9,133336,130
11.017778635025024,1.0,133336,130
12.019222259521484,0.0,133336,130
13.021015644073486,0.0,133336,130
14.021979570388794,190.9,133848,130
15.022865772247314,189.9,133976,130
16.02386498451233,184.9,133976,130
17.024810075759888,186.9,133976,130
18.025809049606323,191.9,133976,130
19.026824712753296,191.9,133976,130
20.028269052505493,183.8,133976,130
21.028841733932495,189.0,133976,130
22.029873847961426,185.9,133976,130
23.03083825111389,189.9,133976,130
24.032773971557617,18.0,133976,130
25.03407907485962,0.0,133976,130
26.03477644920349,0.0,133976,130
27.03590488433838,170.9,133976,130
28.036831378936768,187.9,133976,130
29.037811040878296,186.9,133976,130
30.03883457183838,185.9,133976,130
31.039796590805054,186.9,133976,130
32.04083967208862,190.9,133976,130
33.04226040840149,189.8,133976,130
34.04288625717163,187.0,133976,130
35.044347524642944,185.8,133976,130
36.044830560684204,189.0,133976,130
37.046815395355225,33.9,133976,130
38.04841446876526,0.0,133976,130
39.05029106140137,0.0,133976,130
40.05079102516174,149.0,134616,131
41.05184364318848,187.9,134616,131
42.0528883934021,188.9,134616,131
43.05385375022888,183.9,134616,131
44.054707765579224,186.9,134616,131
45.05579853057861,185.9,134616,131
46.05688714981079,181.9,134616,131
47.05779314041138,188.9,134616,131
48.0588219165802,188.9,134616,131
49.05985426902771,188.9,134616,131
50.061665058135986,53.9,134616,131
51.06370997428894,0.0,134616,131
52.06492209434509,0.0,134616,131
53.065858364105225,132.9,135000,131
54.066795349121094,189.9,135128,131
55.067840337753296,186.9,135128,131
56.068800926208496,189.9,135128,131
57.06979489326477,186.9,135128,131
58.07087302207947,185.9,135128,131
59.071842670440674,190.9,135128,131
60.07281732559204,183.9,135128,131
61.07379460334778,187.9,135128,131
62.074819564819336,186.9,135128,131
63.076842308044434,68.9,135128,131
64.0788803100586,0.0,135128,131
65.08007740974426,0.0,135128,131
66.08145260810852,116.9,135128,131
67.08279252052307,187.8,135128,131
68.0842456817627,190.9,135128,131
69.08485889434814,187.0,135128,131
70.08582711219788,191.9,135128,131
71.08681297302246,190.9,135128,131
72.08801770210266,186.9,135128,131
73.08879685401917,188.9,135128,131
74.0899109840393,183.9,135128,131
75.09086656570435,187.9,135128,131
76.09145951271057,85.0,135128,131
77.09289360046387,0.0,135128,131
78.09411072731018,0.0,135128,131
79.09483599662781,102.0,135128,131
80.09582090377808,186.9,135128,131
81.09687852859497,186.9,135128,131
82.09780740737915,191.9,135128,131
83.09880542755127,189.9,135128,131
84.09979367256165,188.9,135128,131
85.10082459449768,187.9,135128,131
86.10180687904358,190.9,135128,131
87.10279107093811,186.9,135128,131
88.10381531715393,185.9,135128,131
89.10480213165283,103.9,135128,131
90.10597467422485,0.0,135128,131
91.10705018043518,0.0,135128,131
92.10779929161072,82.0,135128,131
93.10892105102539,188.9,135128,131
94.10981583595276,187.9,135128,131
95.1108820438385,188.9,135128,131
96.11178827285767,192.9,135128,131
97.1127827167511,187.9,135128,131
98.11389136314392,185.9,135128,131
99.11493611335754,185.9,135128,131
100.11581254005432,189.9,135128,131
101.11682415008545,186.9,135128,131
102.11825823783875,119.9,135128,131
103.12011098861694,0.0,135128,131
104.12193441390991,0.0,135128,131
105.12282705307007,66.0,135128,131
106.12381076812744,188.9,135128,131
107.1248688697815,187.9,135128,131
108.12632012367249,186.8,135128,131
109.12688946723938,188.0,135128,131
110.12829661369324,189.8,135128,131
111.12892651557922,188.0,135128,131
112.12979245185852,184.9,135128,131
113.13094782829285,187.9,135128,131
114.13182187080383,184.9,135128,131
115.13378930091858,139.8,135128,131
116.13507318496704,0.0,135128,131
117.13675713539124,0.0,135128,131
118.13778924942017,49.0,135128,131
119.1388647556305,187.9,135128,131
120.139888048172,191.9,135128,131
121.14086747169495,186.9,135128,131
122.14185905456543,187.9,135128,131
123.14288520812988,184.9,135128,131
124.1438262462616,186.9,135128,131
125.14527440071106,183.8,135128,131
126.14582777023315,186.0,135128,131
127.14679193496704,189.9,135128,131
128.1481580734253,155.8,135128,131
129.149822473526,0.0,135128,131
130.15108275413513,0.0,135128,131
131.1518623828888,32.0,135128,131
132.15279293060303,187.9,135128,131
133.1538245677948,186.9,135128,131
134.15485906600952,188.9,135128,131
135.15583038330078,188.9,135128,131
136.1568374633789,186.9,135128,131
137.15782403945923,187.9,135128,131
138.15880966186523,187.9,135128,131
139.15989780426025,186.9,135128,131
140.16081643104553,185.9,135128,131
141.16207695007324,173.8,135128,131
142.16413617134094,0.0,135128,131
143.16506552696228,0.0,135128,131
144.16585779190063,16.0,135896,132
145.16681551933289,191.9,139224,135
146.16788291931152,194.9,141528,138
147.1688871383667,195.9,142680,139
148.169828414917,195.9,142680,139
149.17087054252625,197.9,143192,139
150.17183685302734,196.9,143192,139
151.17282271385193,196.9,143192,139
152.17390847206116,198.9,143192,139
153.17479705810547,197.9,143192,139
154.17581701278687,198.9,143192,139
155.17781925201416,2.0,138528,135
156.1798758506775,0.0,138528,135
157.18191576004028,0.0,138528,135
158.18284702301025,189.9,138912,135
159.1838562488556,192.9,140576,137
160.1853630542755,195.8,141344,138
161.1858103275299,197.0,141344,138
162.1868691444397,197.9,141856,138
163.18789267539978,194.9,141856,138
164.18881964683533,194.9,141856,138
165.1898250579834,197.9,141984,138
166.1908242702484,198.9,141984,138
167.19186353683472,197.9,141984,138
168.19393062591553,23.0,139692,136
169.195965051651,0.0,139300,136
170.19766449928284,0.0,139300,136
171.19884753227234,168.9,139428,136
172.20022559165955,196.8,143780,140
173.20085334777832,196.9,145828,142
174.20183992385864,197.9,146340,142
175.20284581184387,197.9,146340,142
176.203871011734,196.9,146340,142
177.20485186576843,197.9,146340,142
178.20587706565857,197.9,146340,142
179.20684266090393,197.9,146340,142
180.207848072052,197.9,146340,142
181.2097601890564,44.9,144252,140
182.21107697486877,0.0,144252,140
183.21313524246216,0.0,144252,140
184.2137894630432,149.9,144380,140
185.21481919288635,194.9,144380,140
186.21586060523987,196.9,144380,140
187.21691250801086,198.9,144380,140
188.21781635284424,196.9,145404,141
189.21878838539124,196.9,145404,141
190.21987771987915,197.9,145404,141
191.22079277038574,197.9,145404,141
192.22179698944092,198.9,145404,141
193.2228124141693,197.9,145404,141
194.22461366653442,63.9,144252,140
195.22626209259033,0.0,144252,140
196.2277374267578,0.0,144252,140
197.22888278961182,129.9,144252,140
198.22982954978943,195.9,144252,140
199.2308704853058,196.9,144252,140
200.2359127998352,197.9,144380,140
201.2368142604828,196.9,144892,141
202.23782515525818,197.9,144892,141
203.2388870716095,198.9,144892,141
204.23989462852478,197.9,144892,141
205.24084568023682,196.9,144892,141
206.24178981781006,197.9,144892,141
207.2434024810791,84.9,144892,141
208.24537897109985,0.0,144892,141
209.24587559700012,0.0,144892,141
210.24687552452087,106.9,144892,141
211.24795484542847,194.9,144892,141
212.24938821792603,195.8,144892,141
213.25081419944763,196.8,145020,141
214.25182485580444,197.9,145532,142
215.25282073020935,197.9,145532,142
216.253821849823,197.9,145532,142
217.25485062599182,196.9,145532,142
218.25584983825684,197.9,145532,142
219.2568838596344,197.9,145532,142
220.25895166397095,105.8,144760,141
221.26103925704956,0.0,144760,141
222.26307559013367,0.0,144760,141
223.26379776000977,87.0,144760,141
224.26486158370972,194.9,144760,141
225.2658314704895,196.9,144760,141
226.2668218612671,196.9,144760,141
227.26783418655396,197.9,145272,141
228.26887106895447,197.9,145272,141
229.26989459991455,196.9,145272,141
230.27084684371948,196.9,145272,141
231.27181100845337,197.9,145272,141
232.27284622192383,198.9,145272,141
233.27410340309143,126.9,145272,141
234.27579140663147,0.0,145272,141
235.2778890132904,0.0,145272,141
236.278822183609,66.0,145272,141
237.2798991203308,193.9,145272,141
238.28141617774963,190.8,147428,143
239.2818307876587,197.0,147428,143
240.28328895568848,197.8,147428,143
241.28381037712097,199.0,147940,144
242.28485226631165,196.9,147940,144
243.28582334518433,196.9,147940,144
244.28695678710938,197.9,147940,144
245.2878291606903,198.9,147940,144
246.28917717933655,148.9,147032,143
247.29009985923767,0.0,147032,143
248.29149222373962,0.0,147032,143
249.29282307624817,44.0,147032,143
250.29378819465637,195.9,147032,143
251.29518747329712,196.8,147160,143
252.2958278656006,196.9,148056,144
253.29681539535522,197.9,148056,144
254.29786920547485,197.9,148312,144
255.29880571365356,197.9,148312,144
256.29980206489563,197.9,148312,144
257.30083751678467,196.9,148312,144
258.3018870353699,198.9,148312,144
259.3028175830841,170.9,148312,144
260.30421447753906,0.0,148312,144
261.30482935905457,0.0,148312,144
262.3058166503906,22.0,148312,144
263.3068964481354,194.9,148312,144
264.3079957962036,198.9,148312,144
265.30886125564575,194.9,148312,144
266.30990195274353,196.9,148312,144
267.31084966659546,197.9,148312,144
268.3118350505829,195.9,148312,144
269.31281304359436,196.9,148312,144
270.313814163208,199.9,148312,144
271.31482124328613,196.9,148312,144
272.31623911857605,192.8,146288,142
273.3175835609436,0.0,146288,142
274.3191747665405,0.0,146288,142
275.32002329826355,1.0,146288,142
276.32084798812866,198.9,146288,142
277.3218367099762,191.9,150000,146
278.3228168487549,198.9,154480,150
279.32385087013245,199.9,157040,153
280.3248052597046,198.9,157552,153
281.3258652687073,198.9,158064,154
282.3269302845001,197.9,158064,154
283.3278167247772,199.9,158064,154
284.3288197517395,198.9,158576,154
285.3299467563629,199.9,158576,154
286.3320834636688,15.0,158576,154
287.33310413360596,0.0,158576,154
288.3348276615143,0.0,158576,154
289.33580684661865,175.9,158576,154
290.33682012557983,194.9,158576,154
291.3378093242645,198.9,158576,154
292.3388125896454,198.9,158576,154
293.33987164497375,197.9,158576,154
294.3408741950989,198.9,158576,154
295.3418517112732,198.9,158576,154
296.3427996635437,197.9,152916,149
297.3437819480896,199.9,152916,149
298.3447825908661,197.9,152916,149
299.34607458114624,37.0,151152,147
300.3471839427948,0.0,151152,147
301.34930968284607,0.0,149088,145
302.3499400615692,157.0,149088,145
303.3508634567261,196.9,150880,147
304.3518753051758,197.9,153696,150
305.3527910709381,198.9,153696,150
306.35387897491455,199.9,154720,151
307.35480999946594,197.9,154720,151
308.3557858467102,199.9,154720,151
309.35695600509644,197.9,154720,151
310.3578622341156,198.9,154720,151
311.3588252067566,198.9,154720,151
312.36005330085754,57.9,152528,148
313.3621118068695,0.0,152528,148
314.36414194107056,0.0,149948,146
315.3648109436035,135.0,149948,146
316.3658266067505,197.9,150844,147
317.36687302589417,198.9,153404,149
318.36787366867065,192.9,154428,150
319.3688156604767,199.9,155964,152
320.36982679367065,198.9,156476,152
321.3709454536438,197.9,156476,152
322.3718738555908,199.9,156732,153
323.372926235199,198.9,156732,153
324.37387442588806,197.9,156732,153
325.3748371601105,80.9,153096,149
326.37669134140015,0.0,153096,149
327.3784878253937,0.0,153096,149
328.37987327575684,112.9,153096,149
329.38079166412354,198.9,153096,149
330.38182044029236,197.9,153096,149
331.3828589916229,198.9,154504,150
332.3838200569153,199.9,155272,151
