Time Elapsed,CPU%,Memory(KB),Memory(MB)
0.501166820526123,103.9,86492,84
1.0022282600402832,101.9,98652,96
1.503265619277954,99.9,99292,96
2.0043907165527344,99.9,99292,96
2.5054619312286377,101.9,99420,97
3.0064451694488525,99.9,100316,97
3.5074403285980225,99.9,100316,97
4.008577823638916,99.9,100316,97
4.509967088699341,99.9,100700,98
5.011064291000366,99.9,100700,98
5.512137413024902,99.9,100956,98
6.013213157653809,99.9,101340,98
6.514270067214966,99.9,101340,98
7.015441656112671,99.9,101852,99
7.5164735317230225,99.9,101852,99
8.017488241195679,99.9,101980,99
8.518486738204956,99.9,101980,99
9.019460678100586,99.9,102108,99
9.520466327667236,99.9,102364,99
10.021456241607666,99.9,102492,100
10.52306604385376,97.9,103004,100
11.02414083480835,97.9,103004,100
11.52514386177063,97.9,103004,100
12.026108264923096,99.9,103132,100
12.527066946029663,99.9,103388,100
13.028021335601807,97.9,103388,100
13.529024839401245,97.9,103516,101
14.03006386756897,99.9,103772,101
14.531589031219482,99.9,104284,101
15.032429933547974,101.9,104284,101
15.533448457717896,99.9,104284,101
16.03443479537964,99.9,104284,101
16.53551173210144,99.9,104412,101
17.036613941192627,97.9,104668,102
17.537832975387573,99.9,104668,102
18.03903079032898,99.9,104796,102
18.540103912353516,99.9,104924,102
19.04108738899231,99.9,105436,102
19.542083263397217,99.9,105436,102
20.04313611984253,99.9,105436,102
20.544498682022095,99.9,105436,102
21.045488595962524,98.0,105436,102
21.546419382095337,99.9,105564,103
22.047434329986572,99.9,105820,103
22.548406839370728,99.9,105820,103
23.049447774887085,99.9,105948,103
23.550538063049316,97.9,106076,103
24.051575899124146,99.9,108172,105
24.55245327949524,101.9,108172,105
25.05353832244873,99.9,108172,105
25.554551124572754,97.9,108172,105
26.055445671081543,99.9,108172,105
26.556975603103638,99.9,108172,105
27.058019876480103,99.9,108172,105
27.559038162231445,99.9,108172,105
28.060043334960938,99.9,108172,105
28.561061143875122,99.9,108172,105
29.06205916404724,99.9,108172,105
29.563013076782227,99.9,108172,105
30.064034461975098,99.9,108172,105
30.565073251724243,99.9,108172,105
31.066120624542236,97.9,108172,105
31.567214965820312,99.9,108172,105
32.06826686859131,99.9,108172,105
32.569355726242065,99.9,108172,105
33.07046175003052,99.9,108172,105
33.57144856452942,99.9,110324,107
34.07323622703552,99.9,110324,107
34.57428693771362,101.9,110324,107
35.07531523704529,99.9,110324,107
35.57640099525452,99.9,110324,107
36.077404737472534,97.9,110324,107
36.57840871810913,99.9,110324,107
37.07939791679382,99.9,110324,107
37.58063983917236,99.9,110324,107
38.081435441970825,99.9,110324,107
38.58245062828064,99.9,110324,107
39.08344483375549,99.9,110324,107
39.58447051048279,99.9,110324,107
40.08550500869751,99.9,110324,107
40.5864679813385,99.9,110324,107
41.08746528625488,99.9,110324,107
41.58843493461609,99.9,110324,107
42.089529514312744,99.9,110324,107
42.590452909469604,99.9,110324,107
43.09170913696289,99.9,112472,109
43.5924026966095,100.0,112472,109
44.09347176551819,99.9,112472,109
44.59445571899414,99.9,112472,109
45.09539723396301,99.9,112472,109
45.59639358520508,99.9,112472,109
46.09737014770508,101.9,112472,109
46.598347425460815,97.9,112472,109
47.09945821762085,101.9,112472,109
47.600456953048706,101.9,112472,109
48.101471185684204,99.9,112472,109
48.60244917869568,99.9,112472,109
49.10343909263611,97.9,112472,109
49.60445857048035,99.9,112472,109
50.10545301437378,99.9,112472,109
50.607089042663574,99.9,112472,109
51.108312129974365,99.9,112472,109
51.609535932540894,97.9,112472,109
52.11055254936218,101.9,112472,109
